,Order ID,Customer Name,Category,Sub Category,City,Order Date,Region,Sales,Discount,Profit,State,Order Month,Order Year
9503,OD9504,Shah,Oil & Masala,Edible Oil & Ghee,Karur,2015-09-08,West,1289,0.35,335.14,Tamil Nadu,9,2015
9504,OD9505,Malik,Bakery,Cakes,Viluppuram,2015-12-24,West,2045,0.19,879.35,Tamil Nadu,12,2015
9505,OD9506,Kumar,Bakery,Cakes,Kanyakumari,2016-12-10,West,1435,0.26,631.4,Tamil Nadu,12,2016
9506,OD9507,Sharon,"Eggs, Meat & Fish",Mutton,Karur,2018-11-21,West,1952,0.35,156.16,Tamil Nadu,11,2018
9507,OD9508,Willams,Beverages,Health Drinks,Dindigul,2018-12-18,West,601,0.15,228.38,Tamil Nadu,12,2018
9508,OD9509,Yadav,Food Grains,Organic Staples,Bodi,2015-07-09,West,2070,0.31,269.1,Tamil Nadu,7,2015
9509,OD9510,Sabeela,Oil & Masala,Spices,Theni,2016-11-28,West,1402,0.14,112.16,Tamil Nadu,11,2016
9510,OD9511,Ridhesh,Bakery,Breads & Buns,Madurai,2018-08-28,West,2153,0.16,193.77,Tamil Nadu,8,2018
9511,OD9512,Malik,Oil & Masala,Edible Oil & Ghee,Virudhunagar,2017-11-13,West,877,0.15,61.39,Tamil Nadu,11,2017
9512,OD9513,Anu,Fruits & Veggies,Organic Fruits,Theni,2016-09-26,West,1004,0.18,150.6,Tamil Nadu,9,2016
9513,OD9514,Surya,"Eggs, Meat & Fish",Eggs,Salem,2018-11-21,West,2001,0.28,700.35,Tamil Nadu,11,2018
9514,OD9515,Willams,Snacks,Chocolates,Krishnagiri,2016-11-09,West,1541,0.1,678.04,Tamil Nadu,11,2016
9515,OD9516,Haseena,Beverages,Health Drinks,Dharmapuri,2015-09-08,West,2346,0.15,445.74,Tamil Nadu,9,2015
9516,OD9517,Sharon,Food Grains,Dals & Pulses,Ooty,2017-10-03,West,1604,0.24,160.4,Tamil Nadu,10,2017
9517,OD9518,Mathew,Bakery,Biscuits,Dindigul,2015-05-06,West,1015,0.33,395.85,Tamil Nadu,5,2015
9518,OD9519,Esther,Bakery,Biscuits,Tenkasi,2015-04-26,West,1244,0.27,522.48,Tamil Nadu,4,2015
9519,OD9520,Peer,Fruits & Veggies,Fresh Vegetables,Virudhunagar,2016-01-23,West,1932,0.18,734.16,Tamil Nadu,1,2016
9520,OD9521,Amrish,Snacks,Noodles,Vellore,2018-03-27,West,2338,0.11,1005.34,Tamil Nadu,3,2018
9521,OD9522,Ganesh,"Eggs, Meat & Fish",Eggs,Bodi,2018-03-27,West,2238,0.13,850.44,Tamil Nadu,3,2018
9522,OD9523,Veronica,Oil & Masala,Spices,Salem,2017-09-16,West,918,0.19,201.96,Tamil Nadu,9,2017
9523,OD9524,Amrish,Food Grains,Rice,Trichy,2017-10-03,West,2208,0.33,772.8,Tamil Nadu,10,2017
9524,OD9525,Hussain,Oil & Masala,Edible Oil & Ghee,Dindigul,2017-10-03,West,1784,0.34,642.24,Tamil Nadu,10,2017
9525,OD9526,Shree,Beverages,Soft Drinks,Krishnagiri,2017-12-06,West,1531,0.18,199.03,Tamil Nadu,12,2017
9526,OD9527,Veena,Fruits & Veggies,Fresh Fruits,Tirunelveli,2016-06-01,West,1195,0.22,394.35,Tamil Nadu,6,2016
9527,OD9528,Amy,Fruits & Veggies,Fresh Fruits,Virudhunagar,2016-12-25,West,953,0.12,76.24,Tamil Nadu,12,2016
9528,OD9529,Kumar,Oil & Masala,Masalas,Bodi,2015-02-20,West,1319,0.15,342.94,Tamil Nadu,2,2015
9529,OD9530,Yadav,"Eggs, Meat & Fish",Chicken,Chennai,2017-11-07,West,1347,0.19,525.33,Tamil Nadu,11,2017
9530,OD9531,Jonas,Food Grains,Atta & Flour,Bodi,2015-11-26,West,1159,0.23,115.9,Tamil Nadu,11,2015
9531,OD9532,Hafiz,Beverages,Health Drinks,Coimbatore,2018-10-05,West,1839,0.21,386.19,Tamil Nadu,10,2018
9532,OD9533,Krithika,Bakery,Cakes,Chennai,2015-11-21,West,1380,0.34,220.8,Tamil Nadu,11,2015
9533,OD9534,Ganesh,Bakery,Biscuits,Dindigul,2018-10-06,West,2268,0.24,635.04,Tamil Nadu,10,2018
9534,OD9535,Ridhesh,Beverages,Soft Drinks,Cumbum,2017-10-15,West,1989,0.25,556.92,Tamil Nadu,10,2017
9535,OD9536,Sharon,Beverages,Health Drinks,Tenkasi,2016-09-18,West,1416,0.12,594.72,Tamil Nadu,9,2016
9536,OD9537,Ridhesh,Snacks,Cookies,Dindigul,2018-07-08,West,1577,0.11,473.1,Tamil Nadu,7,2018
9537,OD9538,Hussain,Snacks,Chocolates,Madurai,2018-11-21,West,2424,0.23,484.8,Tamil Nadu,11,2018
9538,OD9539,Adavan,Food Grains,Rice,Krishnagiri,2018-08-18,West,1919,0.31,211.09,Tamil Nadu,8,2018
9539,OD9540,Sudha,Bakery,Biscuits,Tirunelveli,2015-09-26,West,1121,0.34,67.26,Tamil Nadu,9,2015
9540,OD9541,Shah,Fruits & Veggies,Organic Fruits,Dharmapuri,2018-06-16,West,1048,0.33,356.32,Tamil Nadu,6,2018
9541,OD9542,James,"Eggs, Meat & Fish",Fish,Theni,2018-04-16,West,2451,0.27,1004.91,Tamil Nadu,4,2018
9542,OD9543,Jackson,Fruits & Veggies,Fresh Fruits,Nagercoil,2015-04-25,West,2344,0.21,187.52,Tamil Nadu,4,2015
9543,OD9544,Muneer,Food Grains,Atta & Flour,Tirunelveli,2018-05-22,West,785,0.28,47.1,Tamil Nadu,5,2018
9544,OD9545,Peer,Beverages,Health Drinks,Madurai,2018-01-30,West,1792,0.14,806.4,Tamil Nadu,1,2018
9545,OD9546,Harish,Fruits & Veggies,Organic Fruits,Vellore,2018-07-08,West,1184,0.22,189.44,Tamil Nadu,7,2018
9546,OD9547,Shree,"Eggs, Meat & Fish",Chicken,Dharmapuri,2015-12-27,West,772,0.29,347.4,Tamil Nadu,12,2015
9547,OD9548,Malik,Beverages,Health Drinks,Krishnagiri,2018-10-02,West,522,0.35,109.62,Tamil Nadu,10,2018
9548,OD9549,Vidya,"Eggs, Meat & Fish",Fish,Trichy,2015-11-01,West,1202,0.2,180.3,Tamil Nadu,11,2015
9549,OD9550,Shree,Food Grains,Atta & Flour,Cumbum,2018-03-27,West,1892,0.27,321.64,Tamil Nadu,3,2018
9550,OD9551,Arutra,Food Grains,Dals & Pulses,Karur,2016-11-27,West,664,0.15,159.36,Tamil Nadu,11,2016
9551,OD9552,Vidya,Beverages,Soft Drinks,Bodi,2018-03-13,West,505,0.3,25.25,Tamil Nadu,3,2018
9552,OD9553,Jackson,Snacks,Cookies,Chennai,2016-01-23,West,1656,0.25,149.04,Tamil Nadu,1,2016
9553,OD9554,Malik,Food Grains,Dals & Pulses,Kanyakumari,2018-06-16,West,1763,0.19,334.97,Tamil Nadu,6,2018
9554,OD9555,Surya,Oil & Masala,Edible Oil & Ghee,Vellore,2018-04-26,West,2293,0.14,550.32,Tamil Nadu,4,2018
9555,OD9556,Malik,Oil & Masala,Edible Oil & Ghee,Vellore,2015-12-27,West,2192,0.34,394.56,Tamil Nadu,12,2015
9556,OD9557,Muneer,"Eggs, Meat & Fish",Mutton,Chennai,2016-09-26,West,2444,0.2,366.6,Tamil Nadu,9,2016
9557,OD9558,Peer,Snacks,Cookies,Dharmapuri,2017-12-17,West,635,0.11,69.85,Tamil Nadu,12,2017
9558,OD9559,Aditi,Bakery,Breads & Buns,Dindigul,2017-11-24,West,1618,0.21,420.68,Tamil Nadu,11,2017
9559,OD9560,Komal,Beverages,Soft Drinks,Theni,2015-09-20,West,1574,0.25,173.14,Tamil Nadu,9,2015
9560,OD9561,Sabeela,Food Grains,Dals & Pulses,Vellore,2016-08-25,West,1011,0.12,131.43,Tamil Nadu,8,2016
9561,OD9562,Verma,"Eggs, Meat & Fish",Eggs,Coimbatore,2018-10-06,West,1834,0.1,788.62,Tamil Nadu,10,2018
9562,OD9563,Shree,Food Grains,Dals & Pulses,Dindigul,2018-11-16,West,853,0.24,255.9,Tamil Nadu,11,2018
9563,OD9564,Arutra,Beverages,Soft Drinks,Pudukottai,2016-08-01,West,1087,0.25,86.96,Tamil Nadu,8,2016
9564,OD9565,Mathew,Bakery,Biscuits,Virudhunagar,2018-07-08,West,677,0.26,216.64,Tamil Nadu,7,2018
9565,OD9566,Akash,"Eggs, Meat & Fish",Chicken,Ramanadhapuram,2018-03-06,West,1185,0.23,201.45,Tamil Nadu,3,2018
9566,OD9567,Roshan,Oil & Masala,Masalas,Cumbum,2017-09-17,West,2269,0.18,816.84,Tamil Nadu,9,2017
9567,OD9568,Verma,Oil & Masala,Spices,Pudukottai,2015-02-04,West,1033,0.23,185.94,Tamil Nadu,2,2015
9568,OD9569,Surya,Food Grains,Organic Staples,Coimbatore,2018-04-08,West,1455,0.24,567.45,Tamil Nadu,4,2018
9569,OD9570,Ram,Oil & Masala,Masalas,Dindigul,2018-04-30,West,1786,0.19,232.18,Tamil Nadu,4,2018
9570,OD9571,Akash,Oil & Masala,Edible Oil & Ghee,Ramanadhapuram,2018-06-16,West,2105,0.26,799.9,Tamil Nadu,6,2018
9571,OD9572,Verma,Fruits & Veggies,Fresh Fruits,Cumbum,2015-07-09,West,2159,0.1,259.08,Tamil Nadu,7,2015
9572,OD9573,Muneer,Beverages,Soft Drinks,Perambalur,2018-03-21,West,2334,0.27,210.06,Tamil Nadu,3,2018
9573,OD9574,Akash,Oil & Masala,Spices,Salem,2016-10-19,West,1353,0.1,230.01,Tamil Nadu,10,2016
9574,OD9575,Ridhesh,Fruits & Veggies,Organic Vegetables,Viluppuram,2015-09-08,West,1123,0.18,101.07,Tamil Nadu,9,2015
9575,OD9576,Hussain,Bakery,Biscuits,Salem,2018-01-15,West,608,0.1,115.52,Tamil Nadu,1,2018
9576,OD9577,Kumar,"Eggs, Meat & Fish",Eggs,Salem,2015-04-26,West,1265,0.16,202.4,Tamil Nadu,4,2015
9577,OD9578,Veronica,"Eggs, Meat & Fish",Chicken,Tenkasi,2016-09-19,West,2326,0.13,232.6,Tamil Nadu,9,2016
9578,OD9579,Arvind,"Eggs, Meat & Fish",Chicken,Coimbatore,2016-12-01,West,1492,0.23,552.04,Tamil Nadu,12,2016
9579,OD9580,Anu,"Eggs, Meat & Fish",Fish,Ooty,2018-12-14,West,726,0.13,130.68,Tamil Nadu,12,2018
9580,OD9581,Malik,Oil & Masala,Spices,Kanyakumari,2015-02-02,West,904,0.34,280.24,Tamil Nadu,2,2015
9581,OD9582,Aditi,Beverages,Health Drinks,Namakkal,2017-10-23,West,1937,0.22,174.33,Tamil Nadu,10,2017
9582,OD9583,Ramesh,Bakery,Breads & Buns,Trichy,2017-06-06,West,914,0.24,100.54,Tamil Nadu,6,2017
9583,OD9584,Vince,"Eggs, Meat & Fish",Mutton,Kanyakumari,2017-01-31,West,784,0.14,39.2,Tamil Nadu,1,2017
9584,OD9585,Adavan,"Eggs, Meat & Fish",Mutton,Trichy,2015-11-01,West,2479,0.22,818.07,Tamil Nadu,11,2015
9585,OD9586,Jonas,Snacks,Noodles,Salem,2018-02-06,West,1497,0.33,673.65,Tamil Nadu,2,2018
9586,OD9587,Amrish,Beverages,Health Drinks,Bodi,2018-04-08,West,1030,0.35,247.2,Tamil Nadu,4,2018
9587,OD9588,Muneer,Bakery,Biscuits,Tirunelveli,2015-07-09,West,1694,0.17,135.52,Tamil Nadu,7,2015
9588,OD9589,Ganesh,Snacks,Noodles,Perambalur,2016-12-06,West,1588,0.24,444.64,Tamil Nadu,12,2016
9589,OD9590,Alan,Snacks,Cookies,Viluppuram,2017-09-26,West,1808,0.17,614.72,Tamil Nadu,9,2017
9590,OD9591,Verma,Snacks,Noodles,Coimbatore,2018-06-06,West,1936,0.31,96.8,Tamil Nadu,6,2018
9591,OD9592,Surya,Bakery,Biscuits,Dharmapuri,2017-07-22,West,2340,0.14,210.6,Tamil Nadu,7,2017
9592,OD9593,Jackson,Snacks,Noodles,Viluppuram,2017-07-15,West,1435,0.21,186.55,Tamil Nadu,7,2017
9593,OD9594,Malik,"Eggs, Meat & Fish",Chicken,Krishnagiri,2017-08-08,West,735,0.23,124.95,Tamil Nadu,8,2017
9594,OD9595,Yusuf,Bakery,Breads & Buns,Ooty,2016-01-05,West,876,0.21,394.2,Tamil Nadu,1,2016
9595,OD9596,Arutra,"Eggs, Meat & Fish",Fish,Cumbum,2017-09-26,West,750,0.29,150.0,Tamil Nadu,9,2017
9596,OD9597,Hussain,Oil & Masala,Spices,Bodi,2015-05-06,West,1098,0.16,164.7,Tamil Nadu,5,2015
9597,OD9598,Roshan,"Eggs, Meat & Fish",Eggs,Namakkal,2015-07-22,West,1667,0.26,733.48,Tamil Nadu,7,2015
9598,OD9599,Sabeela,Oil & Masala,Masalas,Salem,2018-03-06,West,1132,0.22,396.2,Tamil Nadu,3,2018
9599,OD9600,Mathew,Oil & Masala,Masalas,Cumbum,2016-11-20,West,642,0.11,64.2,Tamil Nadu,11,2016
9600,OD9601,James,"Eggs, Meat & Fish",Eggs,Theni,2015-04-04,West,1016,0.17,457.2,Tamil Nadu,4,2015
9601,OD9602,Arutra,Bakery,Breads & Buns,Vellore,2017-11-04,West,2313,0.22,1017.72,Tamil Nadu,11,2017
9602,OD9603,Arutra,Food Grains,Organic Staples,Bodi,2017-05-30,West,2044,0.19,899.36,Tamil Nadu,5,2017
9603,OD9604,Yusuf,"Eggs, Meat & Fish",Fish,Tenkasi,2018-12-07,West,2429,0.27,534.38,Tamil Nadu,12,2018
9604,OD9605,Sudha,Snacks,Chocolates,Perambalur,2016-11-20,West,1324,0.11,397.2,Tamil Nadu,11,2016
9605,OD9606,Krithika,Beverages,Health Drinks,Tenkasi,2017-12-06,West,1103,0.11,286.78,Tamil Nadu,12,2017
9606,OD9607,Amy,Snacks,Noodles,Madurai,2018-01-30,West,635,0.17,254.0,Tamil Nadu,1,2018
9607,OD9608,Alan,Bakery,Biscuits,Dindigul,2017-12-06,West,1467,0.1,337.41,Tamil Nadu,12,2017
9608,OD9609,Yusuf,Oil & Masala,Spices,Madurai,2018-03-21,West,832,0.23,266.24,Tamil Nadu,3,2018
9609,OD9610,Rumaiza,Bakery,Biscuits,Karur,2017-06-06,West,2378,0.12,356.7,Tamil Nadu,6,2017
9610,OD9611,Hussain,Snacks,Chocolates,Trichy,2017-12-27,West,872,0.2,331.36,Tamil Nadu,12,2017
9611,OD9612,Aditi,Food Grains,Dals & Pulses,Coimbatore,2018-03-06,West,799,0.1,279.65,Tamil Nadu,3,2018
9612,OD9613,Esther,Snacks,Chocolates,Theni,2015-03-18,West,1647,0.25,230.58,Tamil Nadu,3,2015
9613,OD9614,Vidya,Food Grains,Organic Staples,Tenkasi,2018-10-02,West,637,0.16,210.21,Tamil Nadu,10,2018
9614,OD9615,Arutra,"Eggs, Meat & Fish",Eggs,Pudukottai,2015-12-07,West,705,0.21,190.35,Tamil Nadu,12,2015
9615,OD9616,Veronica,Bakery,Biscuits,Trichy,2015-05-21,West,1500,0.33,405.0,Tamil Nadu,5,2015
9616,OD9617,Willams,"Eggs, Meat & Fish",Mutton,Ooty,2015-08-09,West,2425,0.3,315.25,Tamil Nadu,8,2015
9617,OD9618,Komal,Oil & Masala,Masalas,Karur,2018-05-13,West,2128,0.16,106.4,Tamil Nadu,5,2018
9618,OD9619,Sudeep,Beverages,Health Drinks,Virudhunagar,2018-04-26,West,1403,0.2,364.78,Tamil Nadu,4,2018
9619,OD9620,Adavan,Snacks,Cookies,Vellore,2017-10-15,West,2178,0.26,675.18,Tamil Nadu,10,2017
9620,OD9621,Vidya,Food Grains,Dals & Pulses,Salem,2017-10-15,West,2064,0.15,206.4,Tamil Nadu,10,2017
9621,OD9622,Malik,Food Grains,Rice,Ramanadhapuram,2015-07-12,West,971,0.25,223.33,Tamil Nadu,7,2015
9622,OD9623,Shah,Oil & Masala,Spices,Dindigul,2018-06-03,West,1244,0.19,161.72,Tamil Nadu,6,2018
9623,OD9624,Yadav,Food Grains,Rice,Viluppuram,2017-10-09,West,2071,0.31,455.62,Tamil Nadu,10,2017
9624,OD9625,Veena,Snacks,Cookies,Ooty,2017-06-07,West,2442,0.21,1050.06,Tamil Nadu,6,2017
9625,OD9626,Aditi,Fruits & Veggies,Fresh Vegetables,Viluppuram,2017-11-04,West,1254,0.22,250.8,Tamil Nadu,11,2017
9626,OD9627,Yusuf,Food Grains,Atta & Flour,Theni,2016-08-27,West,1566,0.26,689.04,Tamil Nadu,8,2016
9627,OD9628,Rumaiza,Oil & Masala,Edible Oil & Ghee,Chennai,2018-10-27,West,1422,0.21,142.2,Tamil Nadu,10,2018
9628,OD9629,Aditi,Beverages,Soft Drinks,Viluppuram,2017-12-15,West,1497,0.33,553.89,Tamil Nadu,12,2017
9629,OD9630,Roshan,Snacks,Cookies,Vellore,2015-09-25,West,2420,0.35,193.6,Tamil Nadu,9,2015
9630,OD9631,Hafiz,Bakery,Biscuits,Ooty,2018-06-25,West,512,0.23,158.72,Tamil Nadu,6,2018
9631,OD9632,Mathew,Bakery,Biscuits,Theni,2017-11-04,West,1485,0.23,103.95,Tamil Nadu,11,2017
9632,OD9633,Ganesh,Beverages,Health Drinks,Tenkasi,2016-09-03,West,711,0.34,127.98,Tamil Nadu,9,2016
9633,OD9634,Ramesh,Food Grains,Rice,Chennai,2015-07-19,West,1074,0.33,64.44,Tamil Nadu,7,2015
9634,OD9635,Ravi,"Eggs, Meat & Fish",Mutton,Trichy,2016-09-06,West,2203,0.33,638.87,Tamil Nadu,9,2016
9635,OD9636,Sundar,Food Grains,Atta & Flour,Perambalur,2018-02-20,West,1681,0.15,201.72,Tamil Nadu,2,2018
9636,OD9637,Suresh,Snacks,Noodles,Ramanadhapuram,2016-04-27,West,595,0.28,160.65,Tamil Nadu,4,2016
9637,OD9638,Sheeba,Food Grains,Atta & Flour,Cumbum,2018-08-31,West,1621,0.18,275.57,Tamil Nadu,8,2018
9638,OD9639,Arutra,Oil & Masala,Masalas,Dharmapuri,2016-08-07,West,1826,0.17,219.12,Tamil Nadu,8,2016
9639,OD9640,Amrish,Fruits & Veggies,Fresh Fruits,Perambalur,2015-09-20,West,784,0.26,156.8,Tamil Nadu,9,2015
9640,OD9641,Ramesh,Food Grains,Rice,Ramanadhapuram,2015-12-27,West,553,0.32,105.07,Tamil Nadu,12,2015
9641,OD9642,Sheeba,Food Grains,Organic Staples,Viluppuram,2015-02-04,West,1871,0.34,729.69,Tamil Nadu,2,2015
9642,OD9643,Haseena,Bakery,Breads & Buns,Vellore,2018-08-31,West,1603,0.17,609.14,Tamil Nadu,8,2018
9643,OD9644,Jonas,Bakery,Cakes,Virudhunagar,2018-07-08,West,1712,0.19,188.32,Tamil Nadu,7,2018
9644,OD9645,Arutra,Beverages,Health Drinks,Theni,2018-06-25,West,2083,0.21,874.86,Tamil Nadu,6,2018
9645,OD9646,Ram,Beverages,Soft Drinks,Tirunelveli,2016-06-18,West,2262,0.15,271.44,Tamil Nadu,6,2016
9646,OD9647,Surya,Snacks,Chocolates,Viluppuram,2017-04-24,West,739,0.1,125.63,Tamil Nadu,4,2017
9647,OD9648,Hussain,Fruits & Veggies,Fresh Vegetables,Cumbum,2017-04-28,West,1886,0.11,810.98,Tamil Nadu,4,2017
9648,OD9649,Krithika,Fruits & Veggies,Fresh Fruits,Ramanadhapuram,2017-12-06,West,1106,0.1,453.46,Tamil Nadu,12,2017
9649,OD9650,Roshan,Fruits & Veggies,Fresh Fruits,Trichy,2016-12-11,West,1470,0.27,88.2,Tamil Nadu,12,2016
9650,OD9651,Komal,Bakery,Cakes,Theni,2018-10-05,West,1979,0.34,692.65,Tamil Nadu,10,2018
9651,OD9652,Adavan,Beverages,Soft Drinks,Nagercoil,2017-10-27,West,1936,0.14,484.0,Tamil Nadu,10,2017
9652,OD9653,Aditi,Fruits & Veggies,Fresh Fruits,Kanyakumari,2018-04-17,West,2414,0.12,386.24,Tamil Nadu,4,2018
9653,OD9654,Sharon,"Eggs, Meat & Fish",Eggs,Kanyakumari,2016-04-27,West,506,0.12,86.02,Tamil Nadu,4,2016
9654,OD9655,Vince,Snacks,Chocolates,Trichy,2018-09-03,West,2409,0.11,939.51,Tamil Nadu,9,2018
9655,OD9656,Ganesh,Fruits & Veggies,Organic Vegetables,Nagercoil,2018-04-30,West,922,0.16,221.28,Tamil Nadu,4,2018
9656,OD9657,Anu,Food Grains,Rice,Pudukottai,2017-08-08,West,2263,0.22,203.67,Tamil Nadu,8,2017
9657,OD9658,Krithika,Fruits & Veggies,Fresh Vegetables,Namakkal,2018-10-02,West,664,0.16,232.4,Tamil Nadu,10,2018
9658,OD9659,Ganesh,Food Grains,Dals & Pulses,Pudukottai,2018-10-05,West,1848,0.33,702.24,Tamil Nadu,10,2018
9659,OD9660,Vinne,Beverages,Health Drinks,Ooty,2017-11-05,West,2038,0.1,550.26,Tamil Nadu,11,2017
9660,OD9661,Ganesh,Fruits & Veggies,Fresh Vegetables,Tenkasi,2017-10-15,West,896,0.31,62.72,Tamil Nadu,10,2017
9661,OD9662,Willams,Snacks,Cookies,Dindigul,2018-08-28,West,1354,0.26,257.26,Tamil Nadu,8,2018
9662,OD9663,Sabeela,Bakery,Breads & Buns,Dindigul,2018-02-20,West,527,0.24,168.64,Tamil Nadu,2,2018
9663,OD9664,Suresh,Food Grains,Atta & Flour,Coimbatore,2015-07-05,West,1380,0.22,151.8,Tamil Nadu,7,2015
9664,OD9665,Vince,Food Grains,Organic Staples,Salem,2015-07-09,West,1337,0.32,441.21,Tamil Nadu,7,2015
9665,OD9666,Komal,Snacks,Cookies,Cumbum,2016-01-05,West,706,0.21,77.66,Tamil Nadu,1,2016
9666,OD9667,Adavan,Food Grains,Rice,Madurai,2015-07-09,West,786,0.35,322.26,Tamil Nadu,7,2015
9667,OD9668,Hafiz,Bakery,Biscuits,Tenkasi,2018-03-21,West,1899,0.2,626.67,Tamil Nadu,3,2018
9668,OD9669,Adavan,Bakery,Breads & Buns,Krishnagiri,2018-06-25,West,1409,0.13,352.25,Tamil Nadu,6,2018
9669,OD9670,Verma,Snacks,Noodles,Karur,2017-03-13,West,648,0.22,174.96,Tamil Nadu,3,2017
9670,OD9671,Ramesh,Food Grains,Atta & Flour,Pudukottai,2015-05-06,West,1398,0.19,265.62,Tamil Nadu,5,2015
9671,OD9672,Alan,Snacks,Noodles,Pudukottai,2015-04-08,West,978,0.24,420.54,Tamil Nadu,4,2015
9672,OD9673,Amy,Beverages,Soft Drinks,Chennai,2018-03-06,West,1406,0.27,421.8,Tamil Nadu,3,2018
9673,OD9674,Kumar,Food Grains,Atta & Flour,Namakkal,2016-11-20,West,943,0.25,56.58,Tamil Nadu,11,2016
9674,OD9675,Surya,Snacks,Chocolates,Krishnagiri,2017-09-24,West,1263,0.31,505.2,Tamil Nadu,9,2017
9675,OD9676,Mathew,Beverages,Soft Drinks,Ramanadhapuram,2017-12-06,West,962,0.23,317.46,Tamil Nadu,12,2017
9676,OD9677,Roshan,Fruits & Veggies,Fresh Fruits,Coimbatore,2018-12-14,West,557,0.18,206.09,Tamil Nadu,12,2018
9677,OD9678,Amy,Food Grains,Dals & Pulses,Madurai,2016-06-18,West,2098,0.32,713.32,Tamil Nadu,6,2016
9678,OD9679,Vidya,Food Grains,Dals & Pulses,Ramanadhapuram,2018-01-23,West,700,0.27,98.0,Tamil Nadu,1,2018
9679,OD9680,Adavan,Snacks,Noodles,Ooty,2017-04-24,West,1332,0.17,239.76,Tamil Nadu,4,2017
9680,OD9681,Vidya,Snacks,Chocolates,Cumbum,2018-04-17,West,2114,0.13,930.16,Tamil Nadu,4,2018
9681,OD9682,Yusuf,Food Grains,Rice,Kanyakumari,2018-04-17,West,2202,0.22,726.66,Tamil Nadu,4,2018
9682,OD9683,Hussain,"Eggs, Meat & Fish",Fish,Ramanadhapuram,2018-04-17,West,1122,0.2,359.04,Tamil Nadu,4,2018
9683,OD9684,Mathew,Bakery,Cakes,Namakkal,2016-06-18,West,1498,0.25,419.44,Tamil Nadu,6,2016
9684,OD9685,Yadav,"Eggs, Meat & Fish",Mutton,Karur,2017-08-20,Central,941,0.19,395.22,Tamil Nadu,8,2017
9685,OD9686,Komal,Snacks,Chocolates,Tenkasi,2018-07-23,Central,2122,0.1,721.48,Tamil Nadu,7,2018
9686,OD9687,Ravi,Oil & Masala,Spices,Pudukottai,2016-09-24,Central,1520,0.33,106.4,Tamil Nadu,9,2016
9687,OD9688,Aditi,Beverages,Soft Drinks,Dharmapuri,2016-12-20,Central,2069,0.25,310.35,Tamil Nadu,12,2016
9688,OD9689,Alan,Oil & Masala,Edible Oil & Ghee,Madurai,2018-06-13,Central,523,0.27,172.59,Tamil Nadu,6,2018
9689,OD9690,Hussain,Snacks,Cookies,Tenkasi,2015-09-07,Central,2428,0.26,728.4,Tamil Nadu,9,2015
9690,OD9691,Komal,Fruits & Veggies,Fresh Fruits,Pudukottai,2015-09-07,Central,610,0.26,244.0,Tamil Nadu,9,2015
9691,OD9692,Shah,Snacks,Chocolates,Dharmapuri,2018-02-17,Central,1994,0.33,498.5,Tamil Nadu,2,2018
9692,OD9693,Malik,Food Grains,Organic Staples,Tirunelveli,2015-03-30,Central,559,0.3,100.62,Tamil Nadu,3,2015
9693,OD9694,Sabeela,Oil & Masala,Edible Oil & Ghee,Salem,2015-03-14,Central,1572,0.15,675.96,Tamil Nadu,3,2015
9694,OD9695,Surya,"Eggs, Meat & Fish",Eggs,Namakkal,2018-04-04,East,1231,0.26,517.02,Tamil Nadu,4,2018
9695,OD9696,Alan,Snacks,Cookies,Bodi,2018-10-22,East,1924,0.24,461.76,Tamil Nadu,10,2018
9696,OD9697,Veronica,Food Grains,Organic Staples,Ooty,2018-04-04,East,1714,0.24,702.74,Tamil Nadu,4,2018
9697,OD9698,James,Beverages,Health Drinks,Kanyakumari,2017-11-26,East,1997,0.2,259.61,Tamil Nadu,11,2017
9698,OD9699,Adavan,Fruits & Veggies,Organic Vegetables,Dindigul,2016-03-07,East,1878,0.32,394.38,Tamil Nadu,3,2016
9699,OD9700,Jonas,Snacks,Chocolates,Ooty,2015-12-31,East,1585,0.29,317.0,Tamil Nadu,12,2015
9700,OD9701,Esther,Bakery,Biscuits,Salem,2016-03-07,East,1799,0.22,323.82,Tamil Nadu,3,2016
9701,OD9702,Roshan,Food Grains,Rice,Tirunelveli,2018-08-27,East,2428,0.26,412.76,Tamil Nadu,8,2018
9702,OD9703,Arutra,Fruits & Veggies,Organic Vegetables,Trichy,2018-09-14,East,2412,0.25,1085.4,Tamil Nadu,9,2018
9703,OD9704,Vinne,Food Grains,Organic Staples,Viluppuram,2018-10-22,East,540,0.17,178.2,Tamil Nadu,10,2018
9704,OD9705,Vince,Food Grains,Atta & Flour,Coimbatore,2018-10-01,East,1963,0.28,530.01,Tamil Nadu,10,2018
9705,OD9706,Veena,Bakery,Breads & Buns,Tenkasi,2016-11-01,East,2417,0.11,169.19,Tamil Nadu,11,2016
9706,OD9707,Akash,"Eggs, Meat & Fish",Mutton,Kanyakumari,2015-04-06,East,523,0.3,83.68,Tamil Nadu,4,2015
9707,OD9708,Shree,Fruits & Veggies,Fresh Fruits,Cumbum,2018-10-22,East,1173,0.32,187.68,Tamil Nadu,10,2018
9708,OD9709,Yadav,"Eggs, Meat & Fish",Chicken,Nagercoil,2017-11-24,East,756,0.14,128.52,Tamil Nadu,11,2017
9709,OD9710,Veronica,Snacks,Chocolates,Trichy,2018-02-17,East,520,0.27,109.2,Tamil Nadu,2,2018
9710,OD9711,Willams,Snacks,Cookies,Chennai,2018-04-20,East,1708,0.24,409.92,Tamil Nadu,4,2018
